DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	5q35.3	5	180367208	NR	GFPT2 - RNU6-525P	ENSG00000131459	ENSG00000200555		13872	77301	rs10464059-A	rs10464059	0	10464059	intergenic_variant	1	NR	3E-6	5.522878745280337		1.33	[1.19-1.52]	Illumina [495715] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000567	Genome-wide genotyping array
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	4q22.1	4	89757390	SNCA	SNCA			ENSG00000145335			rs2736990-?	rs2736990	0	2736990	intron_variant	0	NR	7E-8	7.154901959985743		1.29	[1.18-1.43]	Illumina [495715] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000567	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	4q21.1	4	76277833	SCARB2	FAM47E-STBD1, FAM47E			ENSG00000272414, ENSG00000189157			rs6812193-C	rs6812193	0	6812193	intron_variant	0	0.64	8E-10	9.096910013008056		1.19	[1.12-1.27]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	4q22.1	4	89720189	SNCA	SNCA			ENSG00000145335			rs356220-T	rs356220	0	356220	intron_variant	0	0.375	2E-19	18.69897000433602		1.29	[1.22-1.36]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	17q21.31	17	45846317	MAPT	MAPT-AS1, SPPL2C			ENSG00000264589, ENSG00000185294			rs12185268-A	rs12185268	0	12185268	missense_variant	0	0.79	3E-14	13.522878745280337		1.3	[1.22-1.39]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	3q27.1	3	183042285	MCCC1, LAMP3	MCCC1			ENSG00000078070			rs10513789-T	rs10513789	0	10513789	intron_variant	0	0.80	3E-10	9.522878745280337		1.25	[1.16-1.33]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	4p16.3	4	945325	GAK	TMEM175			ENSG00000127419			rs6599389-A	rs6599389	0	6599389	intron_variant	0	0.075	4E-8	7.3979400086720375		1.31	[1.19-1.44]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	18q12.3	18	43098270	RIT2, SYT4	RIT2			ENSG00000152214			rs4130047-C	rs4130047	0	4130047	intron_variant	0	0.31	2E-7	6.698970004336019		1.16	[1.10-1.23]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	17p11.2	17	17811787	SREBF1, RAI1	SREBF1			ENSG00000072310			rs11868035-G	rs11868035	0	11868035	3_prime_UTR_variant	0	0.69	6E-8	7.221848749616356		1.18	[1.11-1.25]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	12q12	12	40340400	LRRK2	LRRK2			ENSG00000188906			rs34637584-A	rs34637584	0	34637584	missense_variant	0	0.002	2E-28	27.69897000433602		9.62	[6.43-14.37]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA				GBA							i4000416-C	i4000416	0			1	0.005	5E-21	20.30102999566398		4.05	[3.08-5.32]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	1q32.1	1	205795512	SLC41A1	SLC41A1			ENSG00000133065			rs823156-A	rs823156	0	823156	intron_variant	0	0.82	1E-7	7.0		1.21	[1.12-1.30]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2011-07-20	21738487	Do CB	2011-06-23	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21738487	Web-based genome-wide association study identifies two novel loci and a substantial genetic component for Parkinson's disease.	Parkinson's disease	3,426 European ancestry cases, 29,624 European ancestry controls	NA	21q21.1	21	15542586	USP25	CYCSP42 - RNU6-1326P	ENSG00000224524	ENSG00000212564		51819	71697	rs2823357-A	rs2823357	0	2823357	intron_variant	1	0.38	6E-7	6.221848749616356		1.15	[1.09-1.21]	Illumina [522782]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001126	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	4p16.3	4	945299	GAK	TMEM175			ENSG00000127419			rs6599388-T	rs6599388	0	6599388	intron_variant	0	0.31	4E-12	11.397940008672037		1.16	[1.12-1.20]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	4p15.32	4	15735478	BST1	BST1			ENSG00000109743			rs11724635-A	rs11724635	0	11724635	intron_variant	0	0.56	1E-16	16.0		1.15	[1.11-1.19]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	12q12	12	40227006	LRRK2	LRRK2			ENSG00000188906			rs1491942-G	rs1491942	0	1491942	intron_variant	0	0.08	6E-14	13.221848749616356		1.27	[1.21-1.33]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	1q22	1	156060246	SYT11	LAMTOR2 - RAB25	ENSG00000116586	ENSG00000132698		1740	914	rs34372695-T	rs34372695	0	34372695	intergenic_variant	1	0.03	4E-12	11.397940008672037		1.47	[1.35-1.59]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	2q21.3	2	134834811	ACMSD	CCNT2-AS1			ENSG00000224043			rs6710823-G	rs6710823	0	6710823	intron_variant	0	0.46	7E-9	8.154901959985743		1.1	[1.06-1.14]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	3q27.1	3	183103487	MCCC1, LAMP3	MCCC1			ENSG00000078070			rs11711441-G	rs11711441	0	11711441	intron_variant	0	0.86	8E-12	11.096910013008056		1.19	[1.13-1.25]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	4q22.1	4	89716450	SNCA	SNCA			ENSG00000145335			rs356219-G	rs356219	0	356219	intron_variant	0	0.39	2E-47	46.69897000433602		1.29	[1.25-1.33]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	2q24.3	2	168260515	STK39	STK39 - RN7SL813P	ENSG00000198648	ENSG00000241074		12920	190809	rs2102808-C	rs2102808	0	2102808	intron_variant	1	0.12	4E-10	9.397940008672037		1.18	[1.12-1.24]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls				HLA-DRB5							6:32588205-A	6:32588205	0			1	0.76	2E-14	13.698970004336019		1.28	[1.22-1.34]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	12q24.31	12	122811747	CCDC62, HIP1R	CCDC62			ENSG00000130783			rs12817488-T	rs12817488	0	12817488	intron_variant	0	0.41	3E-13	12.522878745280337		1.14	[1.10-1.18]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2015-04-20	21292315	Nalls MA	2011-02-01	Lancet	www.ncbi.nlm.nih.gov/pubmed/21292315	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	7,053 cases, 9,007 controls	17q21.31	17	45637484	MAPT	LINC02210, LINC02210, LINC02210-CRHR1			ENSG00000293460, ENSG00000204650, ENSG00000263715			rs2942168-G	rs2942168	0	2942168	intron_variant	0	0.78	1E-28	28.0		1.27	[1.23-1.31]	Illumina [7689524] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000959	Genome-wide genotyping array
2012-07-17	22658654	Chung SJ	2012-05-30	Parkinsonism Relat Disord	www.ncbi.nlm.nih.gov/pubmed/22658654	Genomic determinants of motor and cognitive outcomes in Parkinson's disease.	Parkinson's disease (motor and cognition)	443 European ancestry cases	NA	8p11.21	8	40196086	C8orf4	LINC02866 - SIRLNT	ENSG00000253665	ENSG00000253802		17800	102611	rs10958605-?	rs10958605	0	10958605	intron_variant	1	NR	2E-6	5.698970004336019	(motor outcome)	1.81	[1.42-2.31]	NR [198345]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001546	Genome-wide genotyping array
2012-07-17	22658654	Chung SJ	2012-05-30	Parkinsonism Relat Disord	www.ncbi.nlm.nih.gov/pubmed/22658654	Genomic determinants of motor and cognitive outcomes in Parkinson's disease.	Parkinson's disease (motor and cognition)	443 European ancestry cases	NA	5q23.2	5	126846170	LMNB1	LMNB1 - MARCHF3	ENSG00000113368	ENSG00000173926		9150	21544	rs959573-?	rs959573	0	959573	regulatory_region_variant	1	NR	5E-6	5.301029995663981	(cognitive outcome)	1.92	[1.49-2.50]	NR [198345]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001546	Genome-wide genotyping array
2012-07-17	22658654	Chung SJ	2012-05-30	Parkinsonism Relat Disord	www.ncbi.nlm.nih.gov/pubmed/22658654	Genomic determinants of motor and cognitive outcomes in Parkinson's disease.	Parkinson's disease (motor and cognition)	443 European ancestry cases	NA	10q26.2	10	127880410	CLRN3	CLRN3			ENSG00000180745			rs6482992-?	rs6482992	0	6482992	intron_variant	0	NR	4E-6	5.3979400086720375	(congnitive outcome)	2.03	[1.47-2.79]	NR [198345]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001546	Genome-wide genotyping array
2012-07-17	22658654	Chung SJ	2012-05-30	Parkinsonism Relat Disord	www.ncbi.nlm.nih.gov/pubmed/22658654	Genomic determinants of motor and cognitive outcomes in Parkinson's disease.	Parkinson's disease (motor and cognition)	443 European ancestry cases	NA	4q21.1	4	75556520	C4orf26	ODAPH			ENSG00000174792			rs17000647-?	rs17000647	0	17000647	intron_variant	0	NR	5E-6	5.301029995663981	(cognitive outcome)	5.58	[3.00-10.38]	NR [198345]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001546	Genome-wide genotyping array
2012-07-17	22658654	Chung SJ	2012-05-30	Parkinsonism Relat Disord	www.ncbi.nlm.nih.gov/pubmed/22658654	Genomic determinants of motor and cognitive outcomes in Parkinson's disease.	Parkinson's disease (motor and cognition)	443 European ancestry cases	NA	17p13.1	17	8227549	C17orf68	CTC1			ENSG00000178971			rs3027247-?	rs3027247	0	3027247	3_prime_UTR_variant	0	NR	9E-6	5.045757490560675	(cognitive outcome)	1.89	[1.41-2.50]	NR [198345]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST001546	Genome-wide genotyping array
2017-02-09	27545685	Biernacka JM	2016-08-03	Parkinsonism Relat Disord	www.ncbi.nlm.nih.gov/pubmed/27545685	Genome-wide gene-environment interaction analysis of pesticide exposure and risk of Parkinson's disease.	Parkinson's disease (pesticide exposure interaction)	364 cases, 364 sibling controls	NA	9q22.32	9	95864266	ERCC6L2, LINC00476	ERCC6L2-AS1			ENSG00000175611			rs67383717-?	rs67383717	0	67383717	intron_variant	0	NR	2E-6	5.698970004336019				Perlegen [735843] (imputed)	N	pesticide exposure measurement, Parkinson disease	http://www.ebi.ac.uk/efo/EFO_0007840, http://purl.obolibrary.org/obo/MONDO_0005180	GCST003600	Genome-wide genotyping array
2024-11-15	39080267	Doostparast Torshizi A	2024-07-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/39080267	Proteogenomic network analysis reveals dysregulated mechanisms and potential mediators in Parkinson's disease.	Parkinson's disease	7,099 European ancestry cases, 531,918 European ancestry controls	NA	2q24.3	2	168286525		STK39 - RN7SL813P	ENSG00000198648	ENSG00000241074		38930	164799	rs9917256-A	rs9917256	0	9917256	intergenic_variant	1	NR	8E-11	10.096910013008056		0.15	unit increase	NR [11114080] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90455618	Genome-wide genotyping array
2024-11-15	39080267	Doostparast Torshizi A	2024-07-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/39080267	Proteogenomic network analysis reveals dysregulated mechanisms and potential mediators in Parkinson's disease.	Parkinson's disease	7,099 European ancestry cases, 531,918 European ancestry controls	NA	6p21.32	6	32597424		HLA-DRB1 - HLA-DQA1	ENSG00000196126	ENSG00000196735		7576	30755	rs2760980-A	rs2760980	0	2760980	intergenic_variant	1	NR	3E-9	8.522878745280337		0.15	unit decrease	NR [11114080] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90455618	Genome-wide genotyping array
